freelancer_id,skills,main_category,experience_years,hourly_rate,rating,jobs_completed,success_rate,response_time_hours,on_time_delivery_rate
FR0688,"Figma, UX Design, Photoshop, Graphic Design",design,3,27,3.9,59,0.93,15.9,0.86
FR0689,"Node.js, Angular, React, PHP, Blog Writing, Creative Writing, Technical Writing",programming,6,75,4.3,8,0.95,15.7,0.96
FR0690,"SEO, Social Media Marketing, Email Marketing, Analytics, Content Marketing, Blog Writing, Content Writing, SEO Writing, Technical Writing, Copywriting",marketing,7,57,4.3,49,0.84,7.5,0.88
FR0691,"Graphic Design, Adobe XD, Illustrator, UX Design, Photoshop",design,10,45,4.2,27,0.91,40.5,0.96
FR0692,"Content Writing, Blog Writing, Technical Writing, Creative Writing",writing,6,51,4.5,7,0.85,43.5,0.96
FR0693,"Java, Django, Angular, Python",programming,4,35,3.6,20,1.0,26.0,0.92
FR0694,"Logo Design, Photoshop, UX Design, Figma, Adobe XD, Creative Writing, Blog Writing, Copywriting",design,10,45,5.0,43,1.0,24.4,0.97
FR0695,"SEO, Social Media Marketing, Analytics",marketing,7,85,4.6,24,0.91,39.3,0.92
FR0696,"PHP, React, Vue.js, Ruby",programming,5,55,4.8,41,0.92,38.5,0.89
FR0697,"UX Design, Figma, Photoshop, Adobe XD, Graphic Design, Vue.js, JavaScript, Swift",design,11,92,5.0,91,0.83,30.6,0.94
FR0698,"Blog Writing, SEO Writing, Creative Writing, Content Writing",writing,11,125,3.8,72,0.97,15.7,0.97
FR0699,"JavaScript, C++, SQL, Node.js, Vue.js",programming,14,113,4.4,30,0.92,26.8,0.97
FR0700,"Technical Writing, Content Writing, Creative Writing, Blog Writing, Copywriting, Email Marketing, Analytics, PPC, Digital Marketing",writing,6,75,3.7,75,0.89,29.1,0.99
FR0701,"Blog Writing, Content Writing, UX Design, Photoshop, UI Design",writing,10,65,3.7,81,0.96,9.5,0.91
FR0702,"Vue.js, Java",programming,12,51,4.5,95,0.9,39.5,0.87
FR0703,"Creative Writing, SEO Writing, Copywriting, Adobe XD, Figma, UI Design, Logo Design",writing,14,99,3.9,15,0.81,26.1,0.89
FR0704,"Logo Design, Figma, UI Design, Analytics, Social Media Marketing, Email Marketing, PPC",design,6,51,4.3,69,0.95,7.5,0.88
FR0705,"Digital Marketing, Social Media Marketing, JavaScript, Node.js",marketing,5,55,3.6,84,0.84,9.8,0.96
FR0706,"Java, Ruby, PHP, Angular, Node.js",programming,11,103,4.0,49,0.89,28.8,0.98
FR0707,"Content Writing, Blog Writing, Adobe XD, Figma, Logo Design, Graphic Design",writing,9,78,4.2,99,0.82,9.8,0.89
FR0708,"UX Design, UI Design, Illustrator, Photoshop, SEO Writing, Copywriting, Blog Writing",design,7,50,4.2,23,0.91,21.4,0.99
FR0709,"Technical Writing, SEO Writing, Copywriting, Blog Writing",writing,7,64,4.2,98,0.81,16.9,1.0
FR0710,"SEO, Email Marketing, Digital Marketing, PPC",marketing,14,127,3.6,7,0.91,18.3,0.99
FR0711,"Content Writing, Technical Writing, UI Design, Graphic Design, UX Design",writing,8,55,4.2,20,0.83,25.6,0.87
FR0712,"Technical Writing, Copywriting, Blog Writing, Creative Writing, SEO Writing, Swift, Vue.js",writing,13,93,4.6,58,0.83,24.9,0.87
FR0713,"Technical Writing, Blog Writing",writing,12,75,4.6,40,0.94,32.2,0.97
FR0714,"C++, Java, Vue.js, JavaScript, Photoshop, Illustrator, UI Design, Logo Design, Figma",programming,12,63,4.2,27,0.91,15.9,0.95
FR0715,"Vue.js, Java",programming,7,71,3.7,36,0.96,45.2,0.92
FR0716,"Email Marketing, Social Media Marketing, Creative Writing, Copywriting, Content Writing",marketing,12,87,4.6,48,0.83,46.2,0.9
FR0717,"Blog Writing, Technical Writing, SEO Writing",writing,11,103,3.5,9,1.0,13.2,0.89
FR0718,"PPC, Email Marketing, Content Marketing, Analytics, Social Media Marketing, PHP, Java, Vue.js, Node.js, React",marketing,6,51,4.4,35,0.86,1.8,0.97
FR0719,"Ruby, SQL, Swift",programming,8,39,4.7,7,0.89,17.4,0.98
FR0720,"Blog Writing, SEO Writing, Copywriting, Creative Writing, Technical Writing, SEO, PPC",writing,14,113,3.8,91,0.99,14.1,0.99
FR0721,"Python, React, Copywriting, Technical Writing",programming,6,63,4.0,20,0.94,17.6,0.89
FR0722,"Illustrator, Adobe XD, UI Design",design,12,87,3.9,58,1.0,13.9,0.96
FR0723,"SEO, Social Media Marketing, Digital Marketing, Email Marketing, PPC",marketing,13,106,4.5,35,0.98,15.1,0.9
FR0724,"Technical Writing, Blog Writing, SEO Writing, Figma, Logo Design, UX Design, Illustrator, Graphic Design",writing,4,39,3.7,97,0.83,46.1,0.95
FR0725,"PPC, Analytics, Email Marketing",marketing,5,50,4.4,21,0.93,6.1,0.86
FR0726,"SEO, Analytics, PHP, Node.js, Vue.js, Java",marketing,8,55,4.0,67,0.82,45.0,0.88
FR0727,"Photoshop, UX Design, Adobe XD, Graphic Design, Illustrator, Creative Writing, Technical Writing, Content Writing, Copywriting, SEO Writing",design,7,78,4.2,61,0.93,14.2,0.95
FR0728,"UI Design, Logo Design, Figma, Graphic Design, Creative Writing, Technical Writing, Content Writing",design,12,99,4.2,37,0.87,14.8,0.97
FR0729,"Adobe XD, Figma, Technical Writing, Copywriting, Creative Writing, Blog Writing, SEO Writing",design,15,120,4.3,79,0.86,6.7,0.89
FR0730,"Graphic Design, Illustrator, UI Design, Photoshop, Adobe XD, Content Writing, SEO Writing, Technical Writing, Creative Writing, Copywriting",design,11,81,4.4,30,0.91,46.2,0.87
FR0731,"Copywriting, Technical Writing, SEO Writing",writing,14,141,3.8,31,0.86,39.5,0.99
FR0732,"Photoshop, Figma, Analytics, Digital Marketing, SEO, PPC",design,15,105,3.9,87,0.95,6.3,0.99
FR0733,"Analytics, SEO, Digital Marketing, Python, JavaScript, Angular, SQL",marketing,1,20,3.5,57,0.84,15.3,0.99
FR0734,"Illustrator, Graphic Design, Content Writing, Technical Writing, SEO Writing, Creative Writing",design,10,75,3.7,75,0.96,21.1,0.85
FR0735,"Blog Writing, Technical Writing, Creative Writing, Content Writing, Copywriting",writing,2,29,4.8,45,0.87,25.9,0.92
FR0736,"Node.js, Python, UX Design, Adobe XD",programming,4,43,4.7,25,0.83,33.2,0.9
FR0737,"Graphic Design, Figma, UI Design, Adobe XD, Vue.js, SQL, Node.js",design,2,31,4.3,100,0.98,14.8,1.0
FR0738,"Java, Vue.js",programming,8,47,4.8,46,0.9,24.8,0.91
FR0739,"Figma, Adobe XD, UI Design, Illustrator, Content Marketing, Digital Marketing, SEO, PPC, Social Media Marketing",design,10,95,4.6,99,0.9,45.8,0.96
FR0740,"Email Marketing, Digital Marketing, Logo Design, Graphic Design, Illustrator, Figma, Adobe XD",marketing,9,69,4.3,30,0.82,38.5,0.94
FR0741,"Content Writing, Creative Writing",writing,12,87,4.3,79,0.99,45.3,0.89
FR0742,"JavaScript, React, SQL, Angular",programming,6,63,4.2,38,0.88,23.0,0.9
FR0743,"Analytics, Social Media Marketing, Digital Marketing, PPC, SEO",marketing,3,27,5.0,90,0.95,16.7,0.88
FR0744,"Copywriting, Creative Writing, Blog Writing, Technical Writing, React, Django, SQL",writing,12,87,3.9,5,0.83,31.8,0.89
FR0745,"Python, C++, Adobe XD, Logo Design",programming,11,70,3.8,59,0.87,15.0,0.9
FR0746,"Adobe XD, Logo Design, UX Design, Illustrator, Photoshop",design,10,95,4.2,39,0.84,23.5,0.97
FR0747,"Ruby, PHP, Java, Vue.js, Content Marketing, SEO, Social Media Marketing, PPC, Digital Marketing",programming,1,23,3.6,18,0.91,13.1,0.9
FR0748,"PHP, Angular, Content Writing, SEO Writing",programming,7,57,4.1,39,0.88,37.3,0.99
FR0749,"Blog Writing, Technical Writing, Content Writing, Creative Writing, Copywriting",writing,2,25,4.6,96,0.96,15.1,1.0
FR0750,"Figma, Illustrator",design,15,105,4.9,21,0.97,17.8,0.86
FR0751,"C++, Swift, SQL, Node.js, Email Marketing, Digital Marketing",programming,2,35,4.7,18,0.88,36.2,0.88
FR0752,"Technical Writing, Blog Writing, Copywriting, SEO Writing, Creative Writing, Figma, UI Design, UX Design, Logo Design",writing,9,105,4.8,53,0.87,4.3,0.85
FR0753,"PHP, Angular, Java",programming,11,92,3.9,8,0.98,24.3,0.98
FR0754,"Digital Marketing, PPC",marketing,2,21,4.5,20,0.85,28.9,0.97
FR0755,"SEO Writing, Creative Writing, SEO, PPC",writing,15,165,4.3,66,0.97,38.4,0.86
FR0756,"Copywriting, SEO Writing, Creative Writing, Blog Writing, Content Writing, Python, Node.js, React, Django",writing,12,135,4.8,90,0.9,5.0,0.87
FR0757,"UI Design, UX Design, Figma, Photoshop, Adobe XD",design,5,45,4.7,9,0.99,46.7,0.96
FR0758,"Email Marketing, Social Media Marketing, Copywriting, Technical Writing, Creative Writing",marketing,11,59,4.3,97,0.95,28.2,0.9
FR0759,"Technical Writing, Blog Writing, SEO, Analytics, Social Media Marketing, Content Marketing",writing,15,150,4.1,70,0.81,13.3,0.96
FR0760,"UI Design, UX Design, Illustrator",design,14,141,4.9,73,0.84,43.8,0.88
FR0761,"Technical Writing, SEO Writing, Blog Writing, Content Writing",writing,3,30,3.7,46,0.85,30.5,0.9
FR0762,"UX Design, Figma, Photoshop, Illustrator, Blog Writing, Content Writing, Creative Writing, Copywriting",design,13,145,4.0,25,0.81,17.7,0.88
FR0763,"Digital Marketing, Email Marketing, Node.js, Python",marketing,11,92,3.7,60,0.98,29.4,0.94
FR0764,"React, Node.js, Illustrator, Graphic Design",programming,11,103,3.9,43,0.96,1.9,0.86
FR0765,"Content Marketing, Email Marketing, Social Media Marketing, Analytics",marketing,13,54,4.6,78,0.99,28.5,0.92
FR0766,"SEO, Content Marketing, Email Marketing, PPC, Analytics",marketing,12,111,3.7,92,0.92,19.1,0.88
FR0767,"Social Media Marketing, SEO, Analytics, Digital Marketing, PPC, Node.js, Swift",marketing,8,55,4.5,66,0.94,2.0,0.9
FR0768,"Java, React, Swift, C++, SEO, PPC, Social Media Marketing, Email Marketing",programming,12,51,4.4,25,0.84,10.8,0.86
FR0769,"Creative Writing, Blog Writing, Content Writing, SEO Writing, Copywriting",writing,10,55,3.8,47,0.81,3.5,0.94
FR0770,"UI Design, Logo Design, UX Design, Illustrator",design,3,24,3.9,42,0.93,4.4,0.99
FR0771,"Social Media Marketing, Email Marketing",marketing,13,132,3.7,60,0.89,22.6,0.92
FR0772,"Content Writing, Blog Writing",writing,11,81,4.7,85,0.84,16.8,0.87
FR0773,"SEO Writing, Copywriting, Creative Writing, Blog Writing, Technical Writing",writing,9,78,4.0,26,0.96,38.9,0.96
FR0774,"PHP, C++",programming,10,45,5.0,7,0.95,21.8,0.86
FR0775,"Adobe XD, Illustrator, Photoshop, JavaScript, Node.js, Java, Swift",design,15,75,4.6,35,0.94,46.0,0.85
FR0776,"SEO Writing, Content Writing, Copywriting, Creative Writing, Blog Writing, C++, Angular, Python, Ruby, Swift",writing,7,50,4.7,31,0.9,22.5,0.9
FR0777,"Python, Vue.js",programming,3,33,4.5,85,0.94,14.2,0.88
FR0778,"Python, Angular, Vue.js, PHP, Social Media Marketing, Email Marketing",programming,2,25,4.0,88,0.93,16.0,0.9
FR0779,"PPC, Analytics",marketing,10,95,4.4,60,0.99,15.8,0.92
FR0780,"PPC, SEO, Social Media Marketing",marketing,13,106,4.1,42,0.91,6.1,0.89
FR0781,"PPC, Social Media Marketing, Email Marketing",marketing,6,39,4.0,15,0.88,4.6,0.93
FR0782,"Content Marketing, PPC",marketing,13,132,4.8,44,0.83,33.9,0.97
FR0783,"Graphic Design, Adobe XD, UX Design, Illustrator, Analytics, Digital Marketing, Email Marketing, PPC",design,4,35,4.7,29,0.95,1.8,0.96
FR0784,"Copywriting, SEO Writing, Content Writing, Technical Writing, C++, Ruby, Vue.js, Java",writing,15,60,4.5,8,0.82,13.5,1.0
FR0785,"Social Media Marketing, SEO",marketing,7,36,3.8,38,0.95,27.2,0.98
FR0786,"Photoshop, UX Design, UI Design, Content Marketing, Email Marketing, Analytics, Social Media Marketing",design,7,43,3.6,68,0.88,37.2,0.89
FR0787,"Illustrator, Graphic Design, Adobe XD",design,13,93,4.2,71,0.92,8.2,0.88
FR0788,"SEO Writing, Blog Writing, Content Writing, Technical Writing, Copywriting, SQL, Angular, Ruby, Vue.js, C++",writing,15,60,3.9,84,0.9,35.6,0.91
FR0789,"Copywriting, Technical Writing",writing,13,119,3.8,35,0.8,39.2,0.89
FR0790,"Photoshop, UI Design, Graphic Design, Figma, SEO Writing, Creative Writing, Content Writing, Blog Writing",design,3,30,3.9,76,0.91,18.1,0.91
FR0791,"Analytics, PPC, Email Marketing, Digital Marketing, SEO",marketing,3,39,4.7,16,0.98,6.5,0.9
FR0792,"Creative Writing, Blog Writing, Technical Writing, Illustrator, Adobe XD, Photoshop, UI Design",writing,15,75,4.6,36,0.98,34.3,0.91
FR0793,"Creative Writing, SEO Writing, Content Writing, Copywriting",writing,14,155,4.2,71,0.93,24.4,1.0
FR0794,"Digital Marketing, PPC, Analytics",marketing,2,23,4.4,43,0.99,6.0,0.97
FR0795,"C++, Java",programming,15,135,5.0,67,0.85,42.4,0.89
FR0796,"Copywriting, Technical Writing, SEO Writing",writing,3,24,4.9,52,0.93,26.9,0.96
FR0797,"C++, Ruby",programming,14,113,4.8,48,0.99,34.8,0.95
FR0798,"Swift, Django, JavaScript, UX Design, UI Design, Illustrator, Graphic Design",programming,10,45,4.5,73,0.81,2.3,0.96
FR0799,"Content Writing, Copywriting, Creative Writing, SEO Writing, Technical Writing, Django, Ruby, C++, React",writing,2,27,3.7,50,0.97,40.3,0.9
FR0800,"SQL, Angular",programming,8,47,4.8,88,0.8,6.9,0.91
FR0801,"Adobe XD, Illustrator",design,1,21,4.5,22,0.94,18.4,0.91
FR0802,"Logo Design, Figma, UI Design, Photoshop",design,11,125,4.0,35,0.98,31.8,0.95
FR0803,"Email Marketing, Analytics, PPC",marketing,2,29,3.6,73,0.96,16.6,0.93
FR0804,"Graphic Design, Photoshop, Adobe XD, Figma, Illustrator",design,4,35,5.0,8,0.92,35.7,1.0
FR0805,"UX Design, Logo Design, Photoshop, Figma, Node.js, Java, Django",design,5,35,4.1,32,0.86,4.0,0.98
FR0806,"Ruby, Node.js, JavaScript, Java, PPC, Digital Marketing, Content Marketing",programming,4,31,3.5,11,0.83,33.4,0.92
FR0807,"Technical Writing, Blog Writing, Copywriting, SEO Writing, Creative Writing, Social Media Marketing, Email Marketing, Content Marketing",writing,6,75,4.1,91,0.98,3.7,0.98
FR0808,"JavaScript, Vue.js, Digital Marketing, Social Media Marketing, SEO, Content Marketing",programming,6,57,4.6,27,0.82,31.7,0.96
FR0809,"Swift, Java, Node.js, Angular, React",programming,1,21,3.5,25,0.91,36.2,0.85
FR0810,"UX Design, Illustrator, Logo Design, Photoshop, Graphic Design",design,12,51,5.0,15,0.83,40.9,0.89
FR0811,"Swift, SQL, Social Media Marketing, Analytics, SEO",programming,11,114,4.0,69,0.96,13.9,0.88
FR0812,"SEO Writing, Content Writing, Blog Writing, Content Marketing, PPC",writing,8,47,4.6,85,0.93,41.6,0.97
FR0813,"Copywriting, SEO Writing",writing,4,55,4.2,80,0.89,41.2,0.95
FR0814,"Analytics, Social Media Marketing, PPC, Digital Marketing",marketing,11,59,3.5,31,0.88,45.6,0.85
FR0815,"UI Design, Logo Design, SQL, Django, Node.js, Java",design,7,85,3.9,13,0.98,24.7,0.93
FR0816,"Digital Marketing, SEO, Email Marketing",marketing,7,78,4.3,38,0.83,30.0,0.98
FR0817,"Content Marketing, PPC, Social Media Marketing, Analytics, Digital Marketing, Creative Writing, Copywriting, Technical Writing, Content Writing",marketing,4,27,4.4,96,0.88,44.3,0.97
FR0818,"Photoshop, Illustrator, React, Django",design,4,43,4.3,67,0.88,22.6,0.98
FR0819,"Digital Marketing, Email Marketing, Analytics, PPC, UX Design, Photoshop, Adobe XD, Graphic Design",marketing,14,127,4.4,54,0.95,21.7,0.86
FR0820,"React, PHP, C++, Angular",programming,13,119,5.0,81,0.9,5.8,0.86
FR0821,"Angular, Django",programming,4,51,4.0,90,0.91,5.0,0.98
FR0822,"Analytics, Content Marketing, Email Marketing, UX Design, Logo Design, Figma, Photoshop",marketing,1,18,5.0,31,0.91,4.3,0.96
FR0823,"JavaScript, C++, PHP, Ruby, Swift",programming,3,42,3.8,45,0.97,45.2,0.99
FR0824,"Creative Writing, Copywriting, Blog Writing, SEO Writing, Angular, SQL, C++, Django",writing,11,92,4.2,58,0.83,29.8,0.85
FR0825,"Blog Writing, Creative Writing, Technical Writing, Node.js, PHP, Ruby, Swift",writing,7,43,4.2,97,0.83,43.8,0.92
FR0826,"Django, Ruby, Vue.js, Angular, Blog Writing, Copywriting, Technical Writing",programming,7,50,3.9,92,0.96,30.7,0.92
FR0827,"Analytics, Digital Marketing",marketing,11,81,4.5,28,0.84,28.4,0.99
FR0828,"Blog Writing, Technical Writing, SEO Writing",writing,7,64,4.4,54,0.81,12.5,0.96
FR0829,"Illustrator, Adobe XD, Graphic Design, Copywriting, Blog Writing, Creative Writing, SEO Writing",design,15,165,3.6,81,0.99,34.6,0.86
FR0830,"UX Design, Figma, Logo Design, Adobe XD, Photoshop",design,13,67,3.7,35,0.95,26.1,0.94
FR0831,"Blog Writing, Creative Writing, Copywriting, SEO Writing",writing,11,81,3.9,91,0.81,2.7,0.87
FR0832,"Illustrator, Graphic Design, Photoshop, Adobe XD, UI Design",design,10,105,4.0,22,0.96,32.1,0.89
FR0833,"Email Marketing, SEO, PPC, Digital Marketing, Analytics, SEO Writing, Technical Writing, Blog Writing",marketing,2,21,4.1,69,0.98,45.6,0.87
FR0834,"Content Writing, Creative Writing, Java, SQL, JavaScript, C++, Node.js",writing,7,71,4.7,83,0.97,6.0,0.86
FR0835,"Digital Marketing, Content Marketing, SEO, Analytics, Email Marketing",marketing,12,63,4.0,43,0.89,39.7,1.0
FR0836,"Angular, C++, Ruby, React, Digital Marketing, PPC, Email Marketing, Content Marketing, SEO",programming,13,119,3.8,87,0.93,29.6,0.95
FR0837,"Java, SQL, React, Adobe XD, UI Design, Figma, Logo Design, Illustrator",programming,3,27,4.2,18,0.91,1.2,0.96
FR0838,"Content Marketing, Social Media Marketing, Figma, UI Design, Illustrator, UX Design",marketing,4,27,4.9,64,0.88,45.3,0.86
FR0839,"Vue.js, React, Ruby, Content Writing, SEO Writing",programming,1,18,4.1,24,0.98,35.6,0.96
FR0840,"Node.js, Java, Swift",programming,10,95,3.5,83,0.92,21.3,0.95
FR0841,"SEO, Digital Marketing, Analytics, PPC, Content Marketing, Figma, UX Design",marketing,4,43,4.1,15,0.93,8.2,0.91
FR0842,"SQL, Node.js, Swift",programming,15,75,3.6,13,0.85,40.0,0.88
FR0843,"Social Media Marketing, Digital Marketing, Email Marketing, SEO, UI Design, Photoshop, Graphic Design, Figma",marketing,12,123,3.7,83,0.95,26.6,0.92
FR0844,"C++, Vue.js, Ruby",programming,5,30,4.1,91,0.88,13.7,0.99
FR0845,"Content Marketing, Email Marketing, Digital Marketing",marketing,5,30,3.9,36,0.92,16.3,0.92
FR0846,"SEO Writing, Content Writing, Copywriting, Creative Writing, Email Marketing, SEO, Analytics, Content Marketing",writing,13,132,4.9,91,0.95,7.3,0.95
FR0847,"SEO, Social Media Marketing, Digital Marketing, Content Writing, Creative Writing, Copywriting, Technical Writing, SEO Writing",marketing,3,27,4.1,59,0.93,42.8,0.99
FR0848,"Technical Writing, Copywriting, SEO Writing, Blog Writing, UX Design, Adobe XD, Logo Design",writing,14,155,4.5,29,0.95,31.9,0.94
FR0849,"SQL, Python, JavaScript, Angular, Swift",programming,14,85,4.5,29,0.95,4.3,0.99
FR0850,"Copywriting, Blog Writing, Digital Marketing, Email Marketing, Content Marketing, PPC",writing,5,50,3.8,53,0.98,46.4,0.92
FR0851,"Ruby, Python, Django, JavaScript, Swift",programming,7,64,3.8,23,0.88,42.0,0.91
FR0852,"C++, Angular, JavaScript",programming,5,30,4.3,5,0.89,13.8,0.92
FR0853,"Analytics, SEO, Social Media Marketing, Content Marketing, PPC",marketing,4,55,3.8,65,0.81,18.6,0.91
FR0854,"React, Node.js, Adobe XD, Figma, Illustrator",programming,14,71,4.3,64,0.99,5.6,0.97
FR0855,"JavaScript, React, Node.js, Vue.js, Swift, Analytics, Email Marketing, Digital Marketing",programming,5,60,4.7,91,0.99,30.9,0.98
FR0856,"Creative Writing, SEO Writing, Technical Writing, Analytics, PPC, Email Marketing, Content Marketing",writing,9,96,4.5,74,0.81,6.1,0.94
FR0857,"Digital Marketing, Analytics, SEO, PHP, Vue.js, SQL, Java, Angular",marketing,4,27,4.1,78,0.89,43.3,0.85
FR0858,"Copywriting, Blog Writing, Creative Writing, Technical Writing",writing,1,18,4.3,52,0.94,8.5,0.98
FR0859,"Content Marketing, Social Media Marketing, Email Marketing",marketing,1,18,4.6,75,0.87,29.1,0.94
FR0860,"Copywriting, Technical Writing, SEO Writing, Blog Writing, Content Writing, Node.js, Ruby, SQL, Python",writing,15,105,4.2,80,0.96,15.0,0.98
FR0861,"Logo Design, Illustrator, Graphic Design, UI Design, SEO Writing, Copywriting, Creative Writing, Blog Writing",design,7,64,4.2,99,0.86,31.6,0.88
FR0862,"UI Design, Illustrator, Adobe XD, Figma, Photoshop",design,14,141,4.6,95,0.83,46.1,0.97
FR0863,"Figma, Graphic Design, UX Design, Illustrator, PPC, Digital Marketing",design,11,70,4.6,43,0.99,1.3,0.96
FR0864,"Email Marketing, Social Media Marketing, Blog Writing, Copywriting",marketing,15,90,4.3,62,0.98,2.3,0.92
FR0865,"SEO Writing, Content Writing, Creative Writing, Technical Writing, Blog Writing, Photoshop, Adobe XD, Figma, Logo Design",writing,8,87,4.3,51,0.84,43.2,0.96
FR0866,"Java, Vue.js, Node.js, Content Marketing, Email Marketing, PPC, Digital Marketing, SEO",programming,12,123,4.7,63,0.86,46.8,0.93
FR0867,"Email Marketing, PPC, SEO, Content Marketing",marketing,8,39,4.2,49,0.84,2.9,0.92
FR0868,"Photoshop, Graphic Design, UI Design, Figma, Adobe XD, Copywriting, Blog Writing",design,15,90,4.7,8,0.86,28.4,0.96
FR0869,"PHP, JavaScript",programming,15,90,4.2,65,0.86,40.7,0.91
FR0870,"Angular, Ruby",programming,2,29,4.1,67,0.89,27.0,0.87
FR0871,"C++, Vue.js, React, Python, SQL, Social Media Marketing, SEO",programming,15,135,4.9,64,0.93,25.1,1.0
FR0872,"Vue.js, Ruby, Angular, Illustrator, UI Design, Photoshop, Figma, Adobe XD",programming,15,120,3.9,37,0.98,28.9,0.89
FR0873,"SEO, Social Media Marketing",marketing,8,79,4.7,29,0.89,12.7,0.87
FR0874,"Figma, Illustrator, Adobe XD, Graphic Design, Creative Writing, Copywriting, Content Writing, SEO Writing, Blog Writing",design,5,45,4.0,69,0.86,14.4,0.96
FR0875,"Graphic Design, Logo Design, Illustrator",design,4,51,4.6,14,0.87,24.8,0.99
FR0876,"SEO Writing, Technical Writing, Content Writing",writing,14,99,4.5,64,0.94,36.5,0.9
FR0877,"Blog Writing, Copywriting, Technical Writing, Creative Writing",writing,14,127,4.0,17,0.92,9.1,0.86
FR0878,"Illustrator, UI Design",design,7,57,4.2,75,0.87,44.0,0.92
FR0879,"Python, Vue.js, React, Blog Writing, Content Writing",programming,8,71,4.2,34,0.81,19.4,0.93
FR0880,"PPC, Social Media Marketing, SEO",marketing,3,24,4.8,98,0.84,3.9,0.89
FR0881,"Copywriting, SEO Writing, Creative Writing, Content Writing, Graphic Design, Photoshop, UX Design, Logo Design, Figma",writing,6,63,4.3,57,0.99,44.9,1.0
FR0882,"Creative Writing, Blog Writing, Technical Writing, SEO Writing, Content Writing",writing,13,106,4.2,23,0.84,45.1,0.91
FR0883,"Analytics, SEO",marketing,6,69,4.2,23,0.93,26.1,0.99
FR0884,"Node.js, SQL, Ruby",programming,5,55,4.5,45,0.89,22.3,0.97
FR0885,"Content Writing, Technical Writing, Blog Writing, SEO, PPC",writing,1,19,4.5,50,0.97,7.9,0.87
FR0886,"C++, Python",programming,13,80,4.3,77,0.86,14.3,0.97
FR0887,"PPC, Analytics, Digital Marketing, Graphic Design, Illustrator, UX Design, Adobe XD",marketing,12,123,3.8,37,0.93,19.8,0.89
FR0888,"SEO Writing, Blog Writing, UX Design, Photoshop, UI Design, Graphic Design",writing,6,75,4.7,63,0.98,12.6,0.95
FR0889,"Illustrator, Figma, UX Design, Graphic Design, UI Design, Python, Ruby",design,7,57,4.9,50,0.87,25.6,0.91
FR0890,"Creative Writing, Technical Writing, Digital Marketing, Social Media Marketing, PPC, Content Marketing",writing,12,99,4.1,85,0.8,18.6,0.85
FR0891,"JavaScript, PHP, Swift, Django, Java, Adobe XD, UI Design, Figma, Illustrator, Photoshop",programming,9,78,4.1,81,0.83,10.2,0.92
FR0892,"Analytics, Social Media Marketing, Creative Writing, Technical Writing, SEO Writing, Blog Writing",marketing,2,33,4.9,50,0.81,43.9,0.86
FR0893,"Figma, Adobe XD, Social Media Marketing, Content Marketing, SEO",design,3,45,4.3,76,0.94,4.5,0.95
FR0894,"Figma, Logo Design, UX Design, Creative Writing, Blog Writing, Content Writing, Copywriting",design,5,40,4.4,82,0.96,45.7,0.87
FR0895,"Social Media Marketing, Content Marketing, PPC, SEO, Logo Design, Photoshop, Graphic Design, UX Design",marketing,11,114,3.9,46,0.89,41.6,0.91
FR0896,"UX Design, Figma, Logo Design, Illustrator, Python, Swift",design,9,69,4.6,95,0.99,30.1,0.95
FR0897,"UX Design, UI Design, Graphic Design, Figma, Adobe XD",design,3,33,3.9,60,0.97,15.8,0.87
FR0898,"Content Writing, Blog Writing, Email Marketing, Content Marketing, Social Media Marketing, SEO, PPC",writing,8,55,4.6,37,0.94,41.1,0.92
FR0899,"Social Media Marketing, SEO, Email Marketing, Content Marketing, Analytics, Adobe XD, Logo Design, Photoshop",marketing,14,127,3.7,45,0.8,36.8,0.9
FR0900,"JavaScript, Angular, Swift",programming,10,105,4.8,68,0.93,21.1,0.97
FR0901,"Swift, PHP, Python, JavaScript, Java, Content Writing, Blog Writing",programming,2,31,4.6,58,0.96,26.9,0.94
FR0902,"Copywriting, Blog Writing, Ruby, SQL",writing,13,67,4.8,58,0.9,46.9,0.91
FR0903,"Analytics, SEO, Digital Marketing, Social Media Marketing",marketing,11,114,4.2,31,0.88,37.8,0.95
FR0904,"SEO, PPC",marketing,11,125,4.9,79,0.95,2.7,0.98
FR0905,"Django, Swift, Ruby, SQL, Illustrator, Figma, UX Design, Photoshop, UI Design",programming,5,35,4.5,15,0.82,7.0,0.96
FR0906,"Analytics, Social Media Marketing, Email Marketing",marketing,1,18,4.8,84,0.87,21.2,0.88
FR0907,"Digital Marketing, Email Marketing, PPC, Social Media Marketing, SEO Writing, Creative Writing, Technical Writing, Copywriting, Content Writing",marketing,8,63,4.9,18,0.88,37.4,0.94
FR0908,"Technical Writing, SEO Writing, Creative Writing, Blog Writing, Copywriting, Figma, Illustrator, Adobe XD",writing,15,75,4.6,41,0.81,20.0,0.89
FR0909,"Vue.js, PHP",programming,3,45,3.5,58,0.96,38.8,0.87
FR0910,"Email Marketing, Analytics, PPC, Content Marketing, Copywriting, Blog Writing, SEO Writing, Technical Writing, Content Writing",marketing,8,79,4.1,40,0.98,38.0,0.91
FR0911,"Adobe XD, UI Design, Illustrator, Figma, Logo Design, PPC, Analytics",design,15,60,4.7,8,0.94,44.3,0.91
FR0912,"Content Marketing, SEO, Angular, JavaScript",marketing,9,96,4.3,55,0.93,27.5,0.91
FR0913,"Angular, Django, C++",programming,1,24,4.2,55,0.8,44.0,0.98
