project_id,category,required_skills,complexity,duration_weeks,budget,required_experience_years,preferred_hourly_rate_range,project_description,status
PJ1541,design,"UI Design, Figma, Logo Design, UX Design, Adobe XD",Medium,9,11550.0,6,$26-$78,"Project requiring expertise in UI Design, Figma, Logo Design, UX Design, Adobe XD",Completed
PJ1542,writing,"Blog Writing, Content Writing",Medium,10,3750.0,6,$21-$75,"Project requiring expertise in Blog Writing, Content Writing",Open
PJ1543,programming,"Vue.js, PHP, Ruby, Python",Medium,10,1050.0,4,$26-$33,"Project requiring expertise in Vue.js, PHP, Ruby, Python",Completed
PJ1544,marketing,"Social Media Marketing, Analytics, Email Marketing, SEO",Medium,3,6750.0,8,$30-$85,"Project requiring expertise in Social Media Marketing, Analytics, Email Marketing, SEO",Completed
PJ1545,marketing,"Social Media Marketing, SEO",High,4,21500.0,7,$23-$94,"Project requiring expertise in Social Media Marketing, SEO",Open
PJ1546,design,"Photoshop, Illustrator, UX Design, Graphic Design",Medium,12,12600.0,6,$22-$86,"Project requiring expertise in Photoshop, Illustrator, UX Design, Graphic Design",Open
PJ1547,writing,"Technical Writing, Blog Writing, SEO Writing",Low,10,5800.0,3,$28-$83,"Project requiring expertise in Technical Writing, Blog Writing, SEO Writing",Completed
PJ1548,design,"Photoshop, Adobe XD",Medium,9,11550.0,3,$26-$100,"Project requiring expertise in Photoshop, Adobe XD",In Progress
PJ1549,programming,"PHP, Angular, SQL",High,7,18000.0,6,$16-$56,"Project requiring expertise in PHP, Angular, SQL",Open
PJ1550,marketing,"PPC, Content Marketing, Social Media Marketing, Digital Marketing",Low,9,7300.0,3,$18-$55,"Project requiring expertise in PPC, Content Marketing, Social Media Marketing, Digital Marketing",Completed
PJ1551,programming,"Node.js, SQL, Python",Medium,8,11100.0,1,$25-$41,"Project requiring expertise in Node.js, SQL, Python",In Progress
PJ1552,writing,"Content Writing, Creative Writing, Technical Writing, Copywriting, SEO Writing",Medium,1,1650.0,6,$21-$52,"Project requiring expertise in Content Writing, Creative Writing, Technical Writing, Copywriting, SEO Writing",In Progress
PJ1553,programming,"Java, Node.js, Vue.js",Low,3,1100.0,4,$27-$81,"Project requiring expertise in Java, Node.js, Vue.js",In Progress
PJ1554,marketing,"Analytics, SEO, Digital Marketing, Email Marketing, Content Marketing",Medium,4,5100.0,6,$27-$45,"Project requiring expertise in Analytics, SEO, Digital Marketing, Email Marketing, Content Marketing",In Progress
PJ1555,marketing,"Content Marketing, Email Marketing",Low,1,8000.0,8,$15-$94,"Project requiring expertise in Content Marketing, Email Marketing",Completed
PJ1556,marketing,"Digital Marketing, Social Media Marketing, Analytics, PPC, SEO",Medium,1,11100.0,7,$19-$60,"Project requiring expertise in Digital Marketing, Social Media Marketing, Analytics, PPC, SEO",Open
PJ1557,programming,"Vue.js, C++",Low,8,4000.0,5,$20-$70,"Project requiring expertise in Vue.js, C++",Completed
PJ1558,design,"UX Design, UI Design, Figma",Low,7,1600.0,8,$23-$45,"Project requiring expertise in UX Design, UI Design, Figma",In Progress
PJ1559,design,"Logo Design, Adobe XD, Graphic Design",Low,6,5600.0,8,$20-$73,"Project requiring expertise in Logo Design, Adobe XD, Graphic Design",Completed
PJ1560,writing,"Technical Writing, Copywriting, Creative Writing",High,8,11500.0,7,$23-$31,"Project requiring expertise in Technical Writing, Copywriting, Creative Writing",Completed
PJ1561,programming,"Java, Python",Medium,3,3000.0,1,$22-$54,"Project requiring expertise in Java, Python",Completed
PJ1562,programming,"SQL, Python, Swift, JavaScript",Low,11,8900.0,2,$17-$75,"Project requiring expertise in SQL, Python, Swift, JavaScript",Completed
PJ1563,programming,"Ruby, Java, React, SQL",High,1,21500.0,7,$15-$90,"Project requiring expertise in Ruby, Java, React, SQL",In Progress
PJ1564,programming,"Node.js, Django",Medium,10,12450.0,2,$18-$71,"Project requiring expertise in Node.js, Django",Open
PJ1565,writing,"Technical Writing, Content Writing, Blog Writing, SEO Writing",High,10,8250.0,1,$30-$50,"Project requiring expertise in Technical Writing, Content Writing, Blog Writing, SEO Writing",Open
PJ1566,marketing,"Social Media Marketing, Digital Marketing",High,10,20000.0,4,$19-$57,"Project requiring expertise in Social Media Marketing, Digital Marketing",In Progress
PJ1567,programming,"Angular, Node.js",Medium,4,2550.0,7,$16-$53,"Project requiring expertise in Angular, Node.js",In Progress
PJ1568,design,"Photoshop, Figma, Illustrator",Low,3,9200.0,3,$18-$86,"Project requiring expertise in Photoshop, Figma, Illustrator",In Progress
PJ1569,programming,"Angular, PHP, Vue.js",Medium,12,9900.0,6,$18-$76,"Project requiring expertise in Angular, PHP, Vue.js",In Progress
PJ1570,design,"Adobe XD, UX Design, Figma, UI Design, Illustrator",High,12,3500.0,4,$29-$95,"Project requiring expertise in Adobe XD, UX Design, Figma, UI Design, Illustrator",Open
PJ1571,writing,"Creative Writing, Technical Writing",Medium,4,5250.0,7,$30-$93,"Project requiring expertise in Creative Writing, Technical Writing",In Progress
PJ1572,design,"UI Design, Figma, Illustrator",Low,10,1900.0,3,$19-$33,"Project requiring expertise in UI Design, Figma, Illustrator",Completed
PJ1573,writing,"Copywriting, SEO Writing, Technical Writing, Blog Writing",Low,3,3100.0,8,$24-$40,"Project requiring expertise in Copywriting, SEO Writing, Technical Writing, Blog Writing",Completed
PJ1574,marketing,"SEO, Analytics, Digital Marketing",High,9,12500.0,5,$21-$37,"Project requiring expertise in SEO, Analytics, Digital Marketing",In Progress
PJ1575,writing,"SEO Writing, Creative Writing",High,9,20250.0,4,$30-$36,"Project requiring expertise in SEO Writing, Creative Writing",In Progress
PJ1576,writing,"Copywriting, Creative Writing, Technical Writing, SEO Writing, Content Writing",High,3,20250.0,5,$29-$61,"Project requiring expertise in Copywriting, Creative Writing, Technical Writing, SEO Writing, Content Writing",Completed
PJ1577,programming,"Vue.js, Node.js",Medium,12,8100.0,3,$23-$58,"Project requiring expertise in Vue.js, Node.js",Completed
PJ1578,marketing,"Content Marketing, PPC, Digital Marketing",Medium,8,10950.0,8,$28-$67,"Project requiring expertise in Content Marketing, PPC, Digital Marketing",Completed
PJ1579,programming,"Swift, React, Python, PHP",Low,9,7400.0,5,$21-$84,"Project requiring expertise in Swift, React, Python, PHP",Open
PJ1580,writing,"SEO Writing, Creative Writing, Blog Writing, Content Writing",High,7,17750.0,8,$19-$89,"Project requiring expertise in SEO Writing, Creative Writing, Blog Writing, Content Writing",Completed
PJ1581,marketing,"PPC, Analytics, Digital Marketing, Content Marketing",Low,3,7700.0,1,$27-$97,"Project requiring expertise in PPC, Analytics, Digital Marketing, Content Marketing",Open
PJ1582,design,"Adobe XD, Graphic Design",High,10,14000.0,4,$21-$48,"Project requiring expertise in Adobe XD, Graphic Design",In Progress
PJ1583,programming,"Node.js, Swift, Django, Python",Medium,4,1500.0,3,$30-$39,"Project requiring expertise in Node.js, Swift, Django, Python",In Progress
PJ1584,design,"Logo Design, Figma, Adobe XD",Medium,3,12900.0,1,$26-$72,"Project requiring expertise in Logo Design, Figma, Adobe XD",In Progress
PJ1585,marketing,"Analytics, Social Media Marketing, Content Marketing, PPC",Low,3,8100.0,1,$20-$60,"Project requiring expertise in Analytics, Social Media Marketing, Content Marketing, PPC",Completed
PJ1586,programming,"SQL, Vue.js, Swift",Medium,1,7200.0,8,$25-$51,"Project requiring expertise in SQL, Vue.js, Swift",Open
PJ1587,writing,"Copywriting, Creative Writing, Content Writing, SEO Writing",Low,12,10000.0,4,$28-$78,"Project requiring expertise in Copywriting, Creative Writing, Content Writing, SEO Writing",Completed
PJ1588,design,"Photoshop, Illustrator, UI Design",Medium,2,8400.0,8,$19-$59,"Project requiring expertise in Photoshop, Illustrator, UI Design",Completed
PJ1589,design,"Logo Design, Graphic Design, Figma, Photoshop",Medium,12,12900.0,1,$29-$88,"Project requiring expertise in Logo Design, Graphic Design, Figma, Photoshop",Open
PJ1590,design,"Figma, Adobe XD, Illustrator, UI Design",Medium,7,9000.0,5,$28-$52,"Project requiring expertise in Figma, Adobe XD, Illustrator, UI Design",In Progress
PJ1591,programming,"Node.js, Angular, Ruby, SQL",Medium,11,6900.0,2,$21-$40,"Project requiring expertise in Node.js, Angular, Ruby, SQL",Open
PJ1592,design,"Figma, Adobe XD, UX Design",Low,6,7100.0,3,$19-$36,"Project requiring expertise in Figma, Adobe XD, UX Design",In Progress
PJ1593,writing,"Content Writing, SEO Writing",Low,5,1000.0,8,$24-$37,"Project requiring expertise in Content Writing, SEO Writing",Open
PJ1594,design,"Figma, Graphic Design, UX Design",Low,10,900.0,6,$17-$35,"Project requiring expertise in Figma, Graphic Design, UX Design",Completed
PJ1595,programming,"SQL, React, Node.js",Medium,5,12900.0,1,$27-$66,"Project requiring expertise in SQL, React, Node.js",Completed
PJ1596,design,"Logo Design, UX Design, UI Design, Illustrator",Medium,8,4650.0,1,$24-$43,"Project requiring expertise in Logo Design, UX Design, UI Design, Illustrator",Open
PJ1597,programming,"Angular, Node.js",Low,9,9400.0,2,$27-$98,"Project requiring expertise in Angular, Node.js",In Progress
PJ1598,writing,"SEO Writing, Technical Writing, Blog Writing, Creative Writing, Copywriting",High,7,2250.0,3,$19-$38,"Project requiring expertise in SEO Writing, Technical Writing, Blog Writing, Creative Writing, Copywriting",In Progress
PJ1599,design,"Adobe XD, UI Design, Photoshop, UX Design, Graphic Design",High,7,8500.0,5,$30-$89,"Project requiring expertise in Adobe XD, UI Design, Photoshop, UX Design, Graphic Design",Completed
PJ1600,marketing,"Social Media Marketing, Content Marketing, Email Marketing",Medium,6,13650.0,3,$24-$49,"Project requiring expertise in Social Media Marketing, Content Marketing, Email Marketing",Open
PJ1601,design,"Adobe XD, Figma, Photoshop",Low,1,3300.0,3,$16-$80,"Project requiring expertise in Adobe XD, Figma, Photoshop",Completed
PJ1602,design,"Logo Design, UI Design, Illustrator",High,10,21250.0,7,$23-$47,"Project requiring expertise in Logo Design, UI Design, Illustrator",In Progress
PJ1603,programming,"C++, Java, Swift",Medium,9,14550.0,3,$30-$86,"Project requiring expertise in C++, Java, Swift",Completed
PJ1604,design,"Logo Design, UI Design",Low,12,3500.0,8,$17-$57,"Project requiring expertise in Logo Design, UI Design",Completed
PJ1605,marketing,"Content Marketing, SEO, Social Media Marketing, Analytics",Medium,11,5400.0,4,$27-$97,"Project requiring expertise in Content Marketing, SEO, Social Media Marketing, Analytics",In Progress
PJ1606,programming,"Python, Django, Angular, JavaScript, C++",Low,3,3000.0,2,$23-$97,"Project requiring expertise in Python, Django, Angular, JavaScript, C++",Open
PJ1607,writing,"Copywriting, Creative Writing, Technical Writing, Blog Writing, Content Writing",High,8,5000.0,4,$26-$56,"Project requiring expertise in Copywriting, Creative Writing, Technical Writing, Blog Writing, Content Writing",Open
PJ1608,design,"Photoshop, Adobe XD, Logo Design, Illustrator",Low,10,1200.0,7,$30-$99,"Project requiring expertise in Photoshop, Adobe XD, Logo Design, Illustrator",Open
PJ1609,programming,"Node.js, PHP, React, SQL, Python",Medium,10,3000.0,4,$22-$55,"Project requiring expertise in Node.js, PHP, React, SQL, Python",Open
PJ1610,marketing,"Digital Marketing, SEO",Medium,2,11850.0,3,$17-$31,"Project requiring expertise in Digital Marketing, SEO",In Progress
PJ1611,programming,"Vue.js, SQL, Node.js",Low,10,6100.0,4,$28-$83,"Project requiring expertise in Vue.js, SQL, Node.js",Open
PJ1612,design,"Photoshop, Graphic Design, UX Design",Low,5,5700.0,8,$15-$78,"Project requiring expertise in Photoshop, Graphic Design, UX Design",In Progress
PJ1613,design,"Figma, Photoshop, Illustrator",High,1,3000.0,2,$23-$85,"Project requiring expertise in Figma, Photoshop, Illustrator",Open
PJ1614,writing,"Blog Writing, SEO Writing, Technical Writing",Medium,10,1950.0,8,$20-$100,"Project requiring expertise in Blog Writing, SEO Writing, Technical Writing",Open
PJ1615,design,"Adobe XD, Photoshop, UX Design, UI Design, Graphic Design",High,11,10500.0,6,$28-$64,"Project requiring expertise in Adobe XD, Photoshop, UX Design, UI Design, Graphic Design",Open
PJ1616,programming,"Java, PHP",Medium,3,7050.0,8,$29-$85,"Project requiring expertise in Java, PHP",In Progress
PJ1617,writing,"Technical Writing, Blog Writing, Copywriting, Content Writing",Low,1,2800.0,4,$27-$38,"Project requiring expertise in Technical Writing, Blog Writing, Copywriting, Content Writing",Open
PJ1618,marketing,"Analytics, Content Marketing",Medium,8,15000.0,6,$16-$44,"Project requiring expertise in Analytics, Content Marketing",Completed
PJ1619,writing,"Technical Writing, Creative Writing, SEO Writing, Blog Writing",Medium,4,3000.0,4,$21-$50,"Project requiring expertise in Technical Writing, Creative Writing, SEO Writing, Blog Writing",Open
PJ1620,programming,"Java, Swift, PHP",High,8,19500.0,4,$28-$50,"Project requiring expertise in Java, Swift, PHP",In Progress
PJ1621,writing,"Content Writing, Blog Writing",Medium,1,2700.0,3,$29-$63,"Project requiring expertise in Content Writing, Blog Writing",Completed
PJ1622,writing,"Creative Writing, Technical Writing, Copywriting, Content Writing",Low,12,1200.0,1,$22-$42,"Project requiring expertise in Creative Writing, Technical Writing, Copywriting, Content Writing",Completed
PJ1623,writing,"Technical Writing, Creative Writing",High,6,16000.0,8,$20-$71,"Project requiring expertise in Technical Writing, Creative Writing",Completed
PJ1624,marketing,"Content Marketing, SEO, Social Media Marketing",Low,4,6900.0,4,$20-$85,"Project requiring expertise in Content Marketing, SEO, Social Media Marketing",Completed
PJ1625,programming,"Python, PHP",Low,6,8500.0,6,$21-$93,"Project requiring expertise in Python, PHP",Open
PJ1626,design,"Logo Design, Graphic Design, UI Design",High,12,21250.0,8,$29-$44,"Project requiring expertise in Logo Design, Graphic Design, UI Design",In Progress
PJ1627,programming,"Java, Vue.js, SQL",Low,1,9600.0,8,$28-$62,"Project requiring expertise in Java, Vue.js, SQL",Completed
PJ1628,design,"Adobe XD, Logo Design, Photoshop, Figma, UI Design",Low,9,5200.0,1,$27-$50,"Project requiring expertise in Adobe XD, Logo Design, Photoshop, Figma, UI Design",Open
PJ1629,design,"Logo Design, UI Design",Low,8,1900.0,1,$24-$31,"Project requiring expertise in Logo Design, UI Design",Completed
PJ1630,design,"Graphic Design, Figma, Adobe XD",Medium,5,5250.0,6,$25-$31,"Project requiring expertise in Graphic Design, Figma, Adobe XD",Completed
PJ1631,writing,"Content Writing, Creative Writing, SEO Writing, Copywriting",Low,8,4600.0,7,$24-$81,"Project requiring expertise in Content Writing, Creative Writing, SEO Writing, Copywriting",Open
PJ1632,design,"UX Design, Photoshop, Figma",Low,12,6900.0,7,$15-$68,"Project requiring expertise in UX Design, Photoshop, Figma",Completed
PJ1633,design,"Figma, Photoshop, Logo Design, Graphic Design, Adobe XD",Medium,12,15000.0,5,$22-$38,"Project requiring expertise in Figma, Photoshop, Logo Design, Graphic Design, Adobe XD",Open
PJ1634,design,"Logo Design, Photoshop, Illustrator, Figma, UX Design",Medium,6,7800.0,2,$18-$36,"Project requiring expertise in Logo Design, Photoshop, Illustrator, Figma, UX Design",Completed
PJ1635,programming,"React, JavaScript, C++",Medium,12,11700.0,7,$17-$87,"Project requiring expertise in React, JavaScript, C++",In Progress
PJ1636,marketing,"Content Marketing, Analytics",Medium,2,12300.0,5,$30-$71,"Project requiring expertise in Content Marketing, Analytics",In Progress
PJ1637,design,"Illustrator, Logo Design, UX Design, UI Design, Figma",High,6,5000.0,8,$27-$42,"Project requiring expertise in Illustrator, Logo Design, UX Design, UI Design, Figma",In Progress
PJ1638,design,"UX Design, UI Design, Adobe XD",Low,8,1600.0,2,$20-$36,"Project requiring expertise in UX Design, UI Design, Adobe XD",In Progress
PJ1639,programming,"Django, Ruby, PHP, Swift",Medium,4,4050.0,8,$21-$56,"Project requiring expertise in Django, Ruby, PHP, Swift",Completed
PJ1640,writing,"Blog Writing, Creative Writing, SEO Writing",Medium,6,12450.0,6,$16-$47,"Project requiring expertise in Blog Writing, Creative Writing, SEO Writing",Open
PJ1641,marketing,"PPC, SEO, Content Marketing",Low,8,7200.0,1,$28-$71,"Project requiring expertise in PPC, SEO, Content Marketing",Open
PJ1642,marketing,"SEO, Social Media Marketing, Email Marketing",Low,6,6200.0,7,$25-$49,"Project requiring expertise in SEO, Social Media Marketing, Email Marketing",Completed
PJ1643,writing,"SEO Writing, Creative Writing, Blog Writing, Technical Writing, Content Writing",Medium,6,12150.0,8,$19-$69,"Project requiring expertise in SEO Writing, Creative Writing, Blog Writing, Technical Writing, Content Writing",Completed
PJ1644,marketing,"Email Marketing, PPC, SEO",Low,11,2400.0,4,$29-$73,"Project requiring expertise in Email Marketing, PPC, SEO",In Progress
PJ1645,marketing,"PPC, Social Media Marketing",Medium,9,3450.0,8,$20-$86,"Project requiring expertise in PPC, Social Media Marketing",Open
PJ1646,programming,"C++, React",Medium,12,3150.0,1,$16-$65,"Project requiring expertise in C++, React",In Progress
PJ1647,design,"Adobe XD, UI Design",Medium,12,12600.0,3,$18-$93,"Project requiring expertise in Adobe XD, UI Design",Completed
PJ1648,programming,"Swift, JavaScript",Low,9,5800.0,6,$18-$81,"Project requiring expertise in Swift, JavaScript",Open
PJ1649,design,"Adobe XD, UX Design",Medium,1,4500.0,1,$24-$60,"Project requiring expertise in Adobe XD, UX Design",Open
PJ1650,writing,"Creative Writing, Blog Writing, Technical Writing, Copywriting, Content Writing",Medium,10,6450.0,3,$25-$82,"Project requiring expertise in Creative Writing, Blog Writing, Technical Writing, Copywriting, Content Writing",Open
PJ1651,marketing,"Email Marketing, PPC, Digital Marketing",Low,12,1900.0,2,$18-$45,"Project requiring expertise in Email Marketing, PPC, Digital Marketing",Open
PJ1652,design,"UX Design, Adobe XD",Medium,10,1200.0,7,$24-$92,"Project requiring expertise in UX Design, Adobe XD",Open
PJ1653,design,"Graphic Design, Logo Design, Figma, Photoshop",Low,11,1000.0,6,$24-$99,"Project requiring expertise in Graphic Design, Logo Design, Figma, Photoshop",Open
PJ1654,writing,"Technical Writing, Content Writing, SEO Writing, Blog Writing, Copywriting",Medium,11,900.0,4,$22-$60,"Project requiring expertise in Technical Writing, Content Writing, SEO Writing, Blog Writing, Copywriting",Open
PJ1655,programming,"PHP, Vue.js, React, Angular, Swift",Low,4,6900.0,5,$23-$40,"Project requiring expertise in PHP, Vue.js, React, Angular, Swift",In Progress
PJ1656,programming,"Angular, React, Node.js",Medium,9,7050.0,6,$23-$52,"Project requiring expertise in Angular, React, Node.js",In Progress
PJ1657,programming,"Django, JavaScript, React",High,11,4000.0,7,$27-$88,"Project requiring expertise in Django, JavaScript, React",Completed
PJ1658,writing,"SEO Writing, Technical Writing, Content Writing, Creative Writing, Blog Writing",Medium,9,10500.0,1,$15-$68,"Project requiring expertise in SEO Writing, Technical Writing, Content Writing, Creative Writing, Blog Writing",In Progress
PJ1659,marketing,"Content Marketing, SEO, Digital Marketing, Analytics, PPC",High,6,19250.0,4,$24-$75,"Project requiring expertise in Content Marketing, SEO, Digital Marketing, Analytics, PPC",Completed
PJ1660,writing,"SEO Writing, Technical Writing, Content Writing, Copywriting",Medium,10,750.0,7,$15-$68,"Project requiring expertise in SEO Writing, Technical Writing, Content Writing, Copywriting",Completed
PJ1661,design,"Graphic Design, UI Design",High,6,19500.0,7,$26-$38,"Project requiring expertise in Graphic Design, UI Design",In Progress
PJ1662,writing,"Copywriting, Content Writing, SEO Writing, Technical Writing",Medium,1,1500.0,5,$29-$50,"Project requiring expertise in Copywriting, Content Writing, SEO Writing, Technical Writing",In Progress
PJ1663,programming,"Ruby, Node.js, Angular",High,5,4250.0,5,$24-$65,"Project requiring expertise in Ruby, Node.js, Angular",Completed
PJ1664,programming,"Python, Ruby, Swift, JavaScript, Vue.js",High,9,17750.0,8,$25-$76,"Project requiring expertise in Python, Ruby, Swift, JavaScript, Vue.js",In Progress
PJ1665,writing,"Blog Writing, Creative Writing, Technical Writing, Copywriting",Low,10,5900.0,5,$17-$92,"Project requiring expertise in Blog Writing, Creative Writing, Technical Writing, Copywriting",Completed
PJ1666,programming,"Swift, C++, Django",Low,8,1400.0,2,$17-$56,"Project requiring expertise in Swift, C++, Django",Completed
PJ1667,writing,"Blog Writing, Technical Writing, Creative Writing, Copywriting",Low,10,9500.0,8,$19-$75,"Project requiring expertise in Blog Writing, Technical Writing, Creative Writing, Copywriting",Completed
PJ1668,programming,"Angular, Vue.js, Node.js, Python, Django",Medium,7,14400.0,6,$30-$40,"Project requiring expertise in Angular, Vue.js, Node.js, Python, Django",In Progress
PJ1669,writing,"Content Writing, Blog Writing, SEO Writing",High,2,5500.0,2,$25-$37,"Project requiring expertise in Content Writing, Blog Writing, SEO Writing",Open
PJ1670,design,"Photoshop, Adobe XD, Figma, UI Design, Logo Design",Low,11,8500.0,3,$28-$75,"Project requiring expertise in Photoshop, Adobe XD, Figma, UI Design, Logo Design",Open
PJ1671,marketing,"Content Marketing, Social Media Marketing, Digital Marketing",High,6,19750.0,1,$15-$61,"Project requiring expertise in Content Marketing, Social Media Marketing, Digital Marketing",Open
PJ1672,programming,"PHP, Angular, Vue.js",Low,3,2900.0,7,$26-$84,"Project requiring expertise in PHP, Angular, Vue.js",In Progress
PJ1673,programming,"Ruby, Vue.js, Swift",Medium,7,14250.0,5,$24-$89,"Project requiring expertise in Ruby, Vue.js, Swift",Completed
PJ1674,writing,"Blog Writing, Technical Writing, SEO Writing, Creative Writing, Content Writing",High,12,10750.0,6,$22-$67,"Project requiring expertise in Blog Writing, Technical Writing, SEO Writing, Creative Writing, Content Writing",In Progress
PJ1675,marketing,"Analytics, Social Media Marketing, SEO",Medium,10,7500.0,2,$24-$88,"Project requiring expertise in Analytics, Social Media Marketing, SEO",In Progress
PJ1676,programming,"Angular, SQL, Ruby, React",Low,8,8500.0,7,$27-$67,"Project requiring expertise in Angular, SQL, Ruby, React",Completed
PJ1677,marketing,"Digital Marketing, Content Marketing",Medium,10,9600.0,2,$26-$73,"Project requiring expertise in Digital Marketing, Content Marketing",In Progress
PJ1678,design,"UI Design, Adobe XD, Illustrator, Logo Design",High,12,22750.0,8,$24-$46,"Project requiring expertise in UI Design, Adobe XD, Illustrator, Logo Design",In Progress
PJ1679,design,"Graphic Design, UI Design, UX Design",High,9,10500.0,7,$19-$84,"Project requiring expertise in Graphic Design, UI Design, UX Design",Completed
PJ1680,marketing,"PPC, SEO, Analytics, Email Marketing",Medium,5,2250.0,2,$26-$92,"Project requiring expertise in PPC, SEO, Analytics, Email Marketing",Open
PJ1681,design,"Photoshop, Adobe XD, Figma, UX Design",Low,12,9800.0,2,$18-$61,"Project requiring expertise in Photoshop, Adobe XD, Figma, UX Design",In Progress
PJ1682,marketing,"Digital Marketing, Email Marketing",Low,11,4100.0,8,$29-$79,"Project requiring expertise in Digital Marketing, Email Marketing",In Progress
PJ1683,design,"Logo Design, UI Design, Photoshop, Graphic Design, Adobe XD",High,9,17250.0,1,$16-$56,"Project requiring expertise in Logo Design, UI Design, Photoshop, Graphic Design, Adobe XD",Completed
PJ1684,design,"UI Design, Graphic Design",High,9,2500.0,3,$22-$33,"Project requiring expertise in UI Design, Graphic Design",In Progress
PJ1685,design,"Logo Design, Figma",Low,7,2900.0,6,$27-$40,"Project requiring expertise in Logo Design, Figma",Open
PJ1686,design,"Adobe XD, UI Design, Illustrator, Graphic Design, UX Design",High,5,20750.0,2,$18-$77,"Project requiring expertise in Adobe XD, UI Design, Illustrator, Graphic Design, UX Design",In Progress
PJ1687,marketing,"Email Marketing, SEO",High,12,18250.0,1,$28-$45,"Project requiring expertise in Email Marketing, SEO",Completed
PJ1688,marketing,"Social Media Marketing, Digital Marketing, PPC, SEO",Medium,1,13050.0,7,$18-$39,"Project requiring expertise in Social Media Marketing, Digital Marketing, PPC, SEO",Completed
PJ1689,design,"Graphic Design, UX Design, Adobe XD, Illustrator",High,10,2000.0,2,$21-$57,"Project requiring expertise in Graphic Design, UX Design, Adobe XD, Illustrator",Completed
PJ1690,design,"Figma, Illustrator, Logo Design, UX Design, Graphic Design",High,4,22750.0,1,$27-$36,"Project requiring expertise in Figma, Illustrator, Logo Design, UX Design, Graphic Design",In Progress
PJ1691,writing,"Content Writing, Creative Writing, Technical Writing, Blog Writing, SEO Writing",Low,1,3700.0,2,$22-$84,"Project requiring expertise in Content Writing, Creative Writing, Technical Writing, Blog Writing, SEO Writing",Open
PJ1692,writing,"Creative Writing, Copywriting, Technical Writing, Blog Writing, SEO Writing",High,8,15250.0,2,$29-$75,"Project requiring expertise in Creative Writing, Copywriting, Technical Writing, Blog Writing, SEO Writing",Completed
PJ1693,marketing,"Email Marketing, SEO",Low,5,8700.0,7,$15-$60,"Project requiring expertise in Email Marketing, SEO",Open
PJ1694,programming,"PHP, Vue.js, Ruby, Node.js",Medium,9,9300.0,7,$23-$54,"Project requiring expertise in PHP, Vue.js, Ruby, Node.js",Open
PJ1695,writing,"Technical Writing, SEO Writing, Copywriting, Blog Writing",High,3,12500.0,2,$29-$81,"Project requiring expertise in Technical Writing, SEO Writing, Copywriting, Blog Writing",In Progress
PJ1696,marketing,"Content Marketing, Social Media Marketing, Analytics, SEO, Email Marketing",Low,4,3700.0,7,$21-$63,"Project requiring expertise in Content Marketing, Social Media Marketing, Analytics, SEO, Email Marketing",Completed
PJ1697,writing,"Content Writing, Blog Writing, SEO Writing, Copywriting, Technical Writing",Low,6,7800.0,5,$27-$45,"Project requiring expertise in Content Writing, Blog Writing, SEO Writing, Copywriting, Technical Writing",Completed
PJ1698,design,"Graphic Design, Adobe XD, UX Design, Illustrator",Medium,12,2700.0,6,$23-$97,"Project requiring expertise in Graphic Design, Adobe XD, UX Design, Illustrator",In Progress
PJ1699,marketing,"SEO, Content Marketing, PPC, Analytics, Social Media Marketing",Low,10,3100.0,6,$23-$53,"Project requiring expertise in SEO, Content Marketing, PPC, Analytics, Social Media Marketing",In Progress
PJ1700,writing,"Creative Writing, SEO Writing",Low,8,5700.0,4,$28-$73,"Project requiring expertise in Creative Writing, SEO Writing",In Progress
PJ1701,programming,"Node.js, SQL, C++, JavaScript",Low,10,5700.0,5,$15-$54,"Project requiring expertise in Node.js, SQL, C++, JavaScript",In Progress
PJ1702,marketing,"Analytics, Content Marketing",Medium,3,3900.0,7,$15-$75,"Project requiring expertise in Analytics, Content Marketing",In Progress
PJ1703,programming,"C++, Swift, Python, Angular",Medium,1,2250.0,2,$18-$76,"Project requiring expertise in C++, Swift, Python, Angular",Completed
PJ1704,marketing,"Social Media Marketing, Digital Marketing, PPC",High,10,5750.0,5,$25-$73,"Project requiring expertise in Social Media Marketing, Digital Marketing, PPC",Open
PJ1705,programming,"React, SQL, Node.js",High,7,12000.0,4,$25-$89,"Project requiring expertise in React, SQL, Node.js",Completed
PJ1706,marketing,"Social Media Marketing, PPC, Email Marketing, SEO",High,3,14000.0,5,$16-$47,"Project requiring expertise in Social Media Marketing, PPC, Email Marketing, SEO",Open
PJ1707,marketing,"Social Media Marketing, PPC, Digital Marketing, Email Marketing",Medium,1,13500.0,8,$19-$98,"Project requiring expertise in Social Media Marketing, PPC, Digital Marketing, Email Marketing",Completed
PJ1708,design,"Adobe XD, Photoshop",Medium,5,13950.0,3,$20-$43,"Project requiring expertise in Adobe XD, Photoshop",In Progress
PJ1709,writing,"Copywriting, Technical Writing, SEO Writing, Content Writing",Medium,6,7350.0,3,$18-$77,"Project requiring expertise in Copywriting, Technical Writing, SEO Writing, Content Writing",Completed
PJ1710,marketing,"Social Media Marketing, PPC, Email Marketing, Digital Marketing, SEO",Medium,1,9300.0,4,$30-$66,"Project requiring expertise in Social Media Marketing, PPC, Email Marketing, Digital Marketing, SEO",Completed
PJ1711,programming,"JavaScript, Swift, C++, PHP, Angular",Low,9,2000.0,5,$21-$43,"Project requiring expertise in JavaScript, Swift, C++, PHP, Angular",Open
